,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
5117,5118,@@4562530,homeless,bd,"Asmani epitomized poverty , disease , hunger , homelessness and illiteracy - in short the world of the have-nots . Poet Jasimuddin admirably focused their socioeconomic plight in his immortal poem , Asmani , a real life woman who lived at Rasulpur in Faridpur . Lost generations of Ashmanis are still amidst us in every nook and corner of the country .",1,3,[0 0 0 0 1 1 0],352,0,0,0,0,1,1,0
3970,3971,@@2855790,homeless,ca,But the goal is n't only to get the reality of homelessness onto social media .,1,2,[0 1 0 1 0 0 0],79,0,1,0,1,0,0,0
6112,6113,@@4721464,homeless,jm,"Jordan Bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by Christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . He said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless Jamaicans and those in need and how it continues to blossom and impact the lives of others .",1,4,[1 0 1 1 0 0 0],444,1,0,1,1,0,0,0
9308,9309,@@1840470,refugee,tz,""""""" Another recent accomplishment is the return in an orderly , dignified and safe manner of 34,052 Burundian refugees from Mtabila camp , allowing for its closure , """" she said .""",1,2,[1 0 0 0 0 0 0],180,1,0,0,0,0,0,0
6342,6343,@@26103663,homeless,gh,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .",1,4,[1 1 0 0 0 1 0],227,1,1,0,0,0,1,0
8684,8685,@@8303210,in-need,au,A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,1,2,[1 0 0 0 0 0 0],153,1,0,0,0,0,0,0
6372,6373,@@8197275,hopeless,gh,"""Yet they find a reason to keep their wealth out of reach . They see hunger , gory poverty , decadence , death and hopelessness around them all the time , yet all they do is , keep so much away from humanity . It is honourable to be rich but it is even more honourable to be generous , let alone fair . Like the old Bible says , """" to whom much is given much is expected . """"""",1,4,[1 0 0 0 0 1 0],376,1,0,0,0,0,1,0
2254,2255,@@15404700,hopeless,ng,"He said he felt fulfilled celebrating the day with them , believing that such a development would instill hope in the hopeless .",1,4,[1 0 0 0 0 1 0],128,1,0,0,0,0,1,0
1541,1542,@@2276705,hopeless,us,"""He was born HIV-positive . He 's healthy , but when Sasha met him , volunteering at an orphanage , he weighed half as much as a 3&amp;#xBD ; year-old boy should , and his hair was falling out . The only word he knew was Russian for """" Do n't do that . """" The nurses told Sasha not to touch him . Not because of the HIV . It was love they were concerned with . If he received any , he 'd want more , and none would be forthcoming . He was aging out of the ward , and now they were going to send him to another one , more hopeless still , where he would be thrown in with lost causes of all ages . And there he would remain , as long as he remained .""",1,3,[1 0 0 0 0 1 0],650,1,0,0,0,0,1,0
664,665,@@30027702,vulnerable,gh,""""""" With your impeccable personal dignity , you elevated the Office of Secretary-General in a manner rarely seen . With incomparable diplomatic skill and to great effect , you utilised the power of your office to promote the cause of world peace and to protect the vulnerable . In so doing , you raised the name of the UN and the name of Ghana to new global heights . """" - Michael Kingsley-Nyinah , DPKO , New York .""",1,3,[1 0 0 0 0 0 0],417,1,0,0,0,0,0,0
4537,4538,@@21859710,hopeless,hk,"For jobless , hopeless Zimbabweans there is nothing much to cheer",1,3,[0 0 1 0 0 1 0],65,0,0,1,0,0,1,0
9677,9678,@@2496031,in-need,ph,"This is an expression of the true Lasallian and Filipino love for the nation , Balayan director , Minmin Ponteras , said . He challenged the student , faculty , staff and administrator-volunteers to build the shelters with love and care for those in need .",1,3,[1 0 0 0 0 1 0],256,1,0,0,0,0,1,0
6714,6715,@@9216656,homeless,in,"""The establishment of a library is an ideal benchmark for serving the society , """" Bipin Rai from DUSIB said . He also assured government assistance in future for such initiatives . According to Amod Kanth , founder and general secretary , Prayas JAC Society , said the library will instill a sense of confidence in the homeless and will help in changing their perspective towards life .""",1,3,[1 0 1 1 0 0 0],388,1,0,1,1,0,0,0
2878,2879,@@14108898,vulnerable,ng,You are not a country when you comfortably watch starvation waste your most vulnerable and innocent citizens . You are not a country when allow the people that fled the instant butchery of terrorists and ran into your arms die of hunger and thirst in dozens . You are not a country when you collect the weak and the poor and abandon them to ' mercy killing ' food denial !,1,4,[1 0 0 1 1 1 0],372,1,0,0,1,1,1,0
5592,5593,@@23947737,in-need,ph,""""""" Let us make this occasion more meaningful by offering aid to others , especially to those in need . Let us pray for the welfare and safety of our countrymen and for lasting peace in our nation so that we can all work together in harmony towards real change , """" he said .""",1,3,[1 0 0 0 0 0 0],276,1,0,0,0,0,0,0
7614,7615,@@14566844,in-need,au,Feel good food : Delete to Feed donates 11 meals to people in need for every food photograph posted to Instagram . ( Getty/Instagram ),1,4,[1 1 0 0 0 1 0],134,1,1,0,0,0,1,0
10320,10321,@@17492382,refugee,ie,Homeland star Mandy Patinkin : Fighting for refugees more important than acting,1,2,[1 0 0 0 0 0 0],79,1,0,0,0,0,0,0
1230,1231,@@1231966,homeless,za,"A harrowing journey Night falls early in this part of Morocco now and a cold winter looms , prompting the homeless Africans to take their chances before conditions worsen , and amid sometimes harsh treatment by authorities .",1,4,[0 0 0 0 0 1 0],224,0,0,0,0,0,1,0
2842,2843,@@23235127,immigrant,bd,"The problem of what to do about the Dreamers , as the immigrants are known , landed back in the court system this week after the US Senate debated the matter for several days and failed to approve any legislation .",1,4,[0 0 0 0 0 1 0],214,0,0,0,0,0,1,0
7331,7332,@@983938,refugee,za,UN app lets you know what life as a refugee is like,1,4,[1 0 0 0 0 1 0],51,1,0,0,0,0,1,0
8491,8492,@@9129972,homeless,gh,"For the willing and able men and women roaming on our streets in dire need of employment , for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to poor healthcare delivery , for the thousand more who go hungry and homeless on our streets , for all the lost dreams , and for the lives lost , this is our plea .",1,4,[1 0 0 0 0 1 0],427,1,0,0,0,0,1,0
4465,4466,@@23398086,women,bd,She said these women deserve the same kind of choice that any women anywhere in the world should have .,1,3,[1 0 0 0 0 0 0],103,1,0,0,0,0,0,0
3210,3211,@@20786174,refugee,jm,"""In a statement , the UNHCR said it is """" alarmed and concerned """" by Tuesday 's incident and urged the """" public and all those concerned with refugees to continue extending protection and to show empathy for civilians fleeing persecution and violence . """"""",1,3,[1 0 0 0 0 1 0],257,1,0,0,0,0,1,0
3405,3406,@@30032736,vulnerable,bd,"""As Maas put it , """" the loss of this organisation could unleash an uncontrollable chain reaction . """" Kids would be pushed from UNRWA classrooms onto the streets , where they would be more vulnerable to dangerous scenarios such as recruitment efforts by terrorists , who will surely jump at the chance to argue that if we ca n't keep our aid promises , peaceful coexistence with the West is impossible . Child marriage , child labour , and child trafficking would rise . A generation of children and young people would be lost , in a region more unstable than ever .""",1,4,[1 0 1 0 1 1 0],568,1,0,1,0,1,1,0
879,880,@@24188457,in-need,ke,Dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,1,3,[1 0 0 0 0 0 0],128,1,0,0,0,0,0,0
2324,2325,@@1866517,women,gh,"""Mrs Abayage said the gradual increase in female representation in parliament , politics and other areas of the society was an indication that gender had nothing to do with capabilities and therefore advised young women to look into the future with hope and pride that """" they too could become important people . """"""",1,2,[1 0 0 1 0 0 0],316,1,0,0,1,0,0,0
590,591,@@295849,poor-families,nz,PM defends record of helping poor families,1,4,[1 0 0 0 0 0 0],42,1,0,0,0,0,0,0
7097,7098,@@7842413,in-need,pk,"Besides offering mega deals to its customers this 23rd March , Daraz.pk wishes to celebrate Pakistan Day with those who deserve it just as much but are unable to enjoy the same luxuries . The online shopping portal has taken a pledge to give back this Pakistan Day and has kicked off the ' You Buy One We Donate One ' campaign . With this campaign , Daraz has committed to help one Pakistani in need on every item sold on the Pakistan Day sale . Daraz wishes to join hands with its customers and other companies to work towards spreading smiles and promoting positivity.",1,4,[1 1 0 0 0 0 0],570,1,1,0,0,0,0,0
5269,5270,@@8277081,homeless,za,The Cape Argus has launched a new collaborative editorial initiative called #TheDignityProject -- a 15-part daily series about the homeless people of Cape Town . Homeless person Danny Oosthuizen will be writing a daily column for the duration of the project . Read the fourth entry in Danny 's Diary below ...,1,3,[0 0 0 0 0 1 0],309,0,0,0,0,0,1,0
4062,4063,@@3002894,in-need,ie,"""Budding chefs , like """" Fred """" , """" Winston """" and """" Angela """" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives .""",1,4,[1 0 0 1 1 1 0],218,1,0,0,1,1,1,0
8738,8739,@@21128144,in-need,my,Kudos to the teenager for showing great kindness to someone in need !,1,3,[1 0 0 0 0 0 0],69,1,0,0,0,0,0,0
9093,9094,@@19977872,vulnerable,gb,' The problem with this place is that there is a lot of vulnerable people here and they get the wrong kind of help .,1,3,[0 0 1 1 0 0 0],116,0,0,1,1,0,0,0
1907,1908,@@2597332,immigrant,ph,"Inspiration that anything is possible . You can be born into a family that does n't have very much , but if you have the heart and the hard work then dreams can come true . People forget that this country gives you opportunities . Not every country has that , in fact many countries do n't . A lot of immigrants have that obstacle that they ca n't overcome in their head . I was raised by a single mom who worked as a maid . English is my second language , and I lived below the poverty line . You have to have hope and faith in yourself .",1,2,[1 0 1 1 0 1 0],539,1,0,1,1,0,1,0
934,935,@@8346301,hopeless,ke,"In his view , Professor George Gongera , an expert in human resource development and macroeconomics , rural areas are also fertile grounds for recruitment due to high levels of poverty , disillusionment and hopelessness .",1,3,[1 0 1 0 0 1 0],221,1,0,1,0,0,1,0
4683,4684,@@4540736,hopeless,pk,"While male prisoners in Pakistan also suffer , the female prisoners ' plight is truly worrying . Like male offenders , the majority of female offenders are poor . However , women enter the criminal justice system with a host of unique medical , psychological , and financial problems and needs that distinguish them from male offenders . Addiction , poverty , unemployment , physical and mental illness , physical and sexual abuse , and homelessness trap women in a cycle of hopelessness and crime . In particular , female offenders are often young mothers who face the additional trauma of threatened separation from their children .",1,3,[0 0 1 1 1 1 0],634,0,0,1,1,1,1,0
566,567,@@3586118,refugee,ph,"English actor Benedict Cumberbatch makes an emotional plea for Syrian refugees . Speaking on Thursday , September 10 , at a curtain call of a performance in London , he urged the audience to donate cash to Save the Children to support refugees .",1,2,[1 1 0 1 0 1 0],245,1,1,0,1,0,1,0
8521,8522,@@23337429,women,jm,""""""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",1,3,[1 0 0 1 0 0 0],159,1,0,0,1,0,0,0
1062,1063,@@16536265,hopeless,nz,""""""" So many of us see the state of our home as some kind of reflection of our self-worth ( even though it 's not ! ) , and a mess can so easily make you feel like a failure . And for those who have mental illnesses , chronic illness , chronic pain , or disabilities , this can be even worse , because when you 're not physically able to do a whole-house clean , it can all seem a little hopeless . """"""",1,4,[0 0 1 0 0 1 0],401,0,0,1,0,0,1,0
950,951,@@18505340,homeless,sg,"Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert",1,3,[1 0 0 0 0 1 0],282,1,0,0,0,0,1,0
3606,3607,@@14438625,women,za,News feed <h> Monash doc stands up for women,1,2,[1 0 0 0 0 0 0],44,1,0,0,0,0,0,0
1300,1301,@@20293224,homeless,nz,"Government support to bring the Housing First programme to Wellington will make a real difference for the homeless , says National 's Wellington Central candidate Nicola Willis .",1,4,[1 0 1 0 0 0 0],178,1,0,1,0,0,0,0
5954,5955,@@10086998,hopeless,lk,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",1,4,[0 0 1 1 1 1 0],530,0,0,1,1,1,1,0
8130,8131,@@22102504,migrant,ke,"As a matter of life views , migrants generally see opportunities where locals do n't . They see how their home society has handled different problems and they can draw from that experience to simply copy and paste amazing solutions that change a society . These innovations are what an economy needs to grow and solve its own issues in dynamic ways .",1,2,[0 0 1 0 0 0 1],350,0,0,1,0,0,0,1
935,936,@@20906072,in-need,ie,Laois charities called on to sign up for Community Chill food campaign <h> Help those in need get more food donations,1,2,[1 0 0 0 0 0 0],117,1,0,0,0,0,0,0
1396,1397,@@3310768,migrant,gb,Out of place : A man in a suit and his smartly dressed companion walk past a family of migrants drying their clothes on the railing by the sea front at Kos,1,3,[1 0 0 0 0 1 0],155,1,0,0,0,0,1,0
9865,9866,@@375597,in-need,za,"Many donors prefer to remain anonymous , having found a more solid satisfaction comes from knowing what they are doing is truly helping those in need , than is derived from others ' praise .",1,3,[1 0 0 0 0 1 0],190,1,0,0,0,0,1,0
9080,9081,@@19672365,hopeless,ie,""""""" She was in a vulnerable , helpless , hopeless situation when the two men entered her home .""",1,3,[0 0 0 1 0 1 0],96,0,0,0,1,0,1,0
6359,6360,@@4750137,homeless,ie,Muslim YouTuber gives Christmas presents out to homeless people,1,4,[1 1 0 0 0 0 0],63,1,1,0,0,0,0,0
7537,7538,@@25249109,refugee,za,"""LONDON - Angelia Jolie has urged people to """" unite """" in order to """" overcome the global refugee crisis """" .""",1,3,[1 1 0 0 0 0 0],111,1,1,0,0,0,0,0
605,606,@@25243686,vulnerable,gh,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1,4,[1 0 0 0 0 1 0],218,1,0,0,0,0,1,0
5216,5217,@@4477783,poor-families,in,Even hearing impaired orphan girls from Government Women 's Home got married during the swayamwaras. ? All the married hearing impaired couples are living happily and have given birth to around 600 normal children . The education of some of these children from poor families is even sponsored by the Trust .,1,4,[1 0 0 0 0 0 0],307,1,0,0,0,0,0,0
1618,1619,@@18984294,hopeless,ng,""""""" By donating blood , many lives are saved and hope is given to many whose situation might otherwise be hopeless .""",1,3,[1 1 1 0 0 1 0],117,1,1,1,0,0,1,0
2052,2053,@@16000035,homeless,ie,"""The Phone Booth and Minority Report actor is a patron of the Irish Homeless Street Leagues - in his own words """" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives """" - so his views on the issue of homelessness are just as valid as any expert or politician .""",1,4,[1 0 0 0 0 1 0],429,1,0,0,0,0,1,0
4358,4359,@@4562859,refugee,jm,""""""" She was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in Jamaica , """" Cochetel said .""",1,2,[1 0 0 0 0 0 0],177,1,0,0,0,0,0,0
3452,3453,@@3574984,in-need,sg,""""""" The offer to take 20,000 Syrians is welcome but Britain needs to take that desperate group now , not over five years and play a strong part in resolving the refugee crisis in Europe , """" he said .""",1,3,[1 0 0 1 0 1 0],201,1,0,0,1,0,1,0
4692,4693,@@1799053,disabled,gh,"The games are also in line with Emperor Gaza International Foundation 's objectives of empowering the disabled , the marginalized rural forks , women , children and the aged , under-privileged , unfortunate ones in society by inculcating in them the can-do spirit , in order to integrate them into the mainstream society , for them to play an active role in the overall development of the world .",1,3,[1 1 0 1 0 0 0],396,1,1,0,1,0,0,0
6026,6027,@@4613219,homeless,jm,"As a member of Care of Hope , Barnett provides food for the street people catered to by the foundation on a regular basis . She , however , does n't mind having to cook to feed the homeless and the needy she said , because this is basically something that is already up her alley .",1,4,[1 0 0 0 0 1 0],281,1,0,0,0,0,1,0
3256,3257,@@1038600,vulnerable,gb,"""Speaking after the inquest Antony 's mum , Zena Stevens , said : """" It 's an unbearable loss . Antony was n't a druggie , he was just a very vulnerable young man .""",1,3,[0 0 0 0 0 1 0],165,0,0,0,0,0,1,0
8052,8053,@@16018363,poor-families,us,"Not only will a lot of poor families have less money to put toward housing -- after , say , being kicked off AHCCCS and having to foot their own medical bills -- but there 's concern about cuts to the low-income housing tax credit , which is currently one of the biggest incentives states have to get developers to build the affordable housing they so desperately need .",1,3,[1 0 1 1 0 1 0],370,1,0,1,1,0,1,0
2452,2453,@@18316189,disabled,ca,""""""" My daughter , who was a physiotherapist , who is now on the other side , realizes how difficult it is being a disabled person . She wishes to change the idea in people 's minds when they look at a disabled person -- their mind is fine , they may be disabled , but they 're normal people and they want to be treated that way . """"""",1,4,[0 0 0 1 0 1 0],333,0,0,0,1,0,1,0
7815,7816,@@19250885,disabled,nz,One of her proudest achievements as an MP is challenging how the disabled are treated . She became the first disability issues spokesperson and later minister .,1,2,[1 0 0 0 0 0 0],160,1,0,0,0,0,0,0
8289,8290,@@8302260,women,in,"In the space of a week , four beautiful young women gave up their lives voluntarily over reasons ranging from a love affair to depression to unemployment . All were educated and from reasonably good families . And these are just some of the reports that media covered . Looked at dispassionately and from a distance , none of their problems seem insurmountable . What a waste of young , beautiful lives !",1,3,[0 0 0 1 0 1 0],404,0,0,0,1,0,1,0
7552,7553,@@1896874,immigrant,gh,"President Barack Obama sidestepped Congress on November 20 , 2014 to announce steps he will take to shield immigrants living and working illegally in the United States from deportation , thus defying Republican lawmakers by using executive orders .",1,2,[1 0 0 0 0 0 0],248,1,0,0,0,0,0,0
9672,9673,@@7493354,in-need,sg,""""""" At ONYX , we care not only for the wellbeing of the guests who stay with us , but also the community that we live and work in . As part of our core value ' RICE ' -- which stands for Responsible , Inspiring , Compassionate and Enthusiastic -- our team members are inspired to make a difference and contribute to a rewarding environment through volunteerism , """" said Mr. Simon Dell , Vice President &amp; Area General Manager , North Asia , ONYX Hospitality Group . """" We are proud to be a trusted partner of St. James ' Settlement and receive the recognition . We will continue to observe and address the social needs of our local community , and bring a better living quality to those in need . """"""",1,4,[1 0 0 0 0 0 0],704,1,0,0,0,0,0,0
6966,6967,@@9739204,vulnerable,ph,"""De Guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : """" Non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """"""",1,4,[1 0 0 1 0 0 0],250,1,0,0,1,0,0,0
7912,7913,@@19868598,homeless,gb,Charity plans to forgo parking so homeless can have gym and medical centre,1,2,[0 1 0 0 0 0 0],74,0,1,0,0,0,0,0
2766,2767,@@23925,disabled,in,"Christian missionaries care for the destitute , and Jain sects serve and feed the disabled . Islamic traditions require setting aside a regular fraction of one 's earnings to feed the hungry and destitute . I find in Muslim ghettoes of Delhi like Nizamuddin and Jama Masjid , even today , a number of wayside eateries that offer plastic tokens for sale . These are bought by people who eat at the restaurants , and they distribute these to destitute people . Each token can be redeemed by them for a meal , when they are in need of food , over a period of a month .",1,4,[1 1 0 0 0 0 0],565,1,1,0,0,0,0,0
5430,5431,@@1831253,homeless,ng,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1,3,[0 0 1 0 0 1 0],375,0,0,1,0,0,1,0
8810,8811,@@24844729,women,ie,""""""" They want to live in a country that treats women with compassion , """" the Minister for Health says . """" This is an Ireland that no longer says take the boat , take the plane ... today we say we want to stand with you . """"""",1,4,[1 0 0 1 0 0 0],226,1,0,0,1,0,0,0
9035,9036,@@8027139,hopeless,gb,"The sound of the bulldozers coming ever closer , the presence of the bodies draped in the white Eritrean shawls ( suria ) at prayer beside me , the juxtaposition of the silent petitions of hope and peace alongside the violence of destruction and hopelessness were too much for the words which tried and failed to describe the scene . Witnessing became the witness of tears .",1,4,[0 0 0 0 1 1 0],374,0,0,0,0,1,1,0
10310,10311,@@2390894,homeless,us,"""Poverty . Forty-seven million people rely on food stamps . Thirty-eight million households have nothing saved for retirement . Some 1.2 million children are homeless . An estimated 58,000 veterans live on the streets each night . These facts are a national disgrace . America 's massive , grinding poverty is eating away at our strength . What kind of a """" superpower """" allows a million children to fend for themselves on the street ?""",1,4,[0 0 0 0 1 1 0],437,0,0,0,0,1,1,0
7313,7314,@@22405707,homeless,my,"This time McTell performs it with the Crisis Choir and guest vocalist Annie Lennox as part of a project to end homelessness . Crisis was formed 50 years ago as well and today operates 13 centres for over 4,000 homeless persons over Christmas .",1,3,[1 1 0 0 0 1 0],243,1,1,0,0,0,1,0
6051,6052,@@15004107,disabled,my,"2017 Budget : More needs to be done for disabled , say groups",1,3,[1 0 0 1 0 0 0],61,1,0,0,1,0,0,0
4875,4876,@@2962216,women,ie,"Cold , wet and windy our teams were in the streets late into the early hours feeding homeless men and women #ICHH#Retweet4Support",1,3,[1 0 0 0 0 0 0],129,1,0,0,0,0,0,0
8619,8620,@@16308307,vulnerable,gh,"When Nana Akufo Addo presented his true state of the nation address and gave all the assurances of how his governments will among others things provide employment for the teeming youth , he knew the state of the country and where he will ' find ' employment for these vulnerable youths .",1,3,[1 0 0 0 0 0 0],287,1,0,0,0,0,0,0
4801,4802,@@9269297,in-need,tz,"Fasting bridges the gap between rich and poor , sustained and impoverished , fulfilled and needy . This experience should then inspire compassion and mercy , which is manifest by generosity of wealth and time to help those in need .",1,4,[1 0 0 0 0 0 0],232,1,0,0,0,0,0,0
2856,2857,@@24488655,in-need,sg,""""""" Her Majesty the Queen 's Commonwealth Points of Light recognises Dr Madhusudhan as a role model of volunteerism . In providing medical care to those in need , and giving so selflessly of himself , he is inspiring others and promoting volunteerism . I commend Dr Madhusudhan 's commitment to improve the lives of those less fortunate in society . Examples such as his very much reflect our Commonwealth values and principles , """" said Vicki Treadell , UK High Commissioner in Malaysia , while handing Dr Madhu his award . <h> Dr Madhusudhan 's story""",1,4,[1 0 0 0 0 0 0],553,1,0,0,0,0,0,0
924,925,@@19367167,refugee,hk,The pope is urging leaders of the Group of 20 nations to make the poor and refugees a priority of their summit .,1,4,[1 0 0 0 0 0 0],112,1,0,0,0,0,0,0
10019,10020,@@4660263,hopeless,bd,"Needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . If life is hard for differently-abled adults , we can only imagine what it could be like for children . Their parents become tired , frustrated , and hopeless . Most of them lack financial and other resources to cope with the situation . It is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .",1,4,[0 0 1 1 0 1 0],533,0,0,1,1,0,1,0
82,83,@@4672144,homeless,pk,"The demographics of Pakistan and India are very similar . Poverty is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1,3,[1 1 0 0 0 0 0],573,1,1,0,0,0,0,0
3173,3174,@@9387778,disabled,jm,"They care for our children , elderly , disabled , and homes , but are we doing enough to take care of them ?",1,3,[1 0 0 1 0 0 0],108,1,0,0,1,0,0,0
6447,6448,@@15705275,disabled,pk,"According to details , Prime Minister Nawaz Sharif accorded formal approval of the Rs 105.01 million as compensation including Rs 39 million meant for 39 martyrs , 25.6 million for 129 seriously injured/disabled persons , Rs 36.5 million for 73 partially and Rs 4 million will be given for four completely damaged houses by Indian shelling , AJK government spokesperson/DG ISPR Raja Azhar Iqbal told Agency here on Thursday late night .",1,2,[1 1 0 0 0 0 0],436,1,1,0,0,0,0,0
2609,2610,@@21225361,immigrant,gh,"""Nearly 15,000 West African teenagers leave their homes every year to play football in Europe . Few make good on their dreams . Some are lured by corrupt """" agents """" , smuggled across the searing Sahara and discarded in the streets of Europe , resigned to selling fake designer bags as undocumented immigrants . Others are nabbed by academies and feeder teams affiliated with European clubs and often dumped like bad stocks .""",1,3,[0 0 1 0 1 1 0],427,0,0,1,0,1,1,0
8197,8198,@@40060939,poor-families,sg,"""Interacting with media , Adityanath said , """" Uttar Pradesh has scored first place in the implementation of the Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas , we have been successful in providing houses to 11 lakh poor families . """"""",1,4,[1 0 0 0 0 0 0],261,1,0,0,0,0,0,0
493,494,@@40021768,hopeless,lk,Can ? ? ? t help if people want to flee a beggar country and take up citizenship of a good country so that their children become educated . If they live in hopeless for ever Sri Lanka they will end up as maids and servants in prosperous India and China,1,4,[1 0 1 0 0 1 0],252,1,0,1,0,0,1,0
764,765,@@1873485,vulnerable,ng,"Finally , there seems to be a ray of hope for the poor and the vulnerable in Nigeria 's rural communities as far as health care services are concerned . An estimated 70 per cent of Nigeria 's population who live in the rural areas are said to have higher disease burden , lower income , and are in most need of protection .",1,3,[0 0 1 0 1 1 0],323,0,0,1,0,1,1,0
3923,3924,@@18558586,poor-families,my,""""""" I believe the situation will worsen during the fasting month when more people are keen to donate food to the poor families , including those in the cities , """" Lee said .""",1,3,[1 1 0 0 0 0 0],175,1,1,0,0,0,0,0
6872,6873,@@24134544,homeless,gh,"According to her , she established Royal Seed home to bring up a needy or homeless child to become a great person in future .",1,4,[1 0 1 0 0 1 0],125,1,0,1,0,0,1,0
2996,2997,@@2251241,disabled,ie,Daily discrimination facing the disabled in everyday life <h> I hope to be the Rosa Parks of the disabled community <h> Get daily news by email,1,2,[1 0 1 1 1 0 0],143,1,0,1,1,1,0,0
6039,6040,@@8909155,homeless,pk,KARACHI : Sindh Chief Minister Syed Qaim Ali Shah has directed Social Welfare Department to establish a centre for elderly homeless people so that they could live respectfully without working hard and even without stretching their hands before others .,1,3,[1 0 0 0 1 0 0],252,1,0,0,0,1,0,0
231,232,@@16081404,in-need,ng,"The former Chelsea star through his foundation gave out toys , bags and clothes to kids in need of a brighter holiday",1,3,[1 1 0 0 0 1 0],117,1,1,0,0,0,1,0
5247,5248,@@1940272,women,tz,"Maida noted that political issues should not twist women away from matters of development , the important thing is peace , and women must wake up , since they need economic revolution through peaceful means .",1,3,[0 0 0 1 0 0 0],208,0,0,0,1,0,0,0
1446,1447,@@1867976,vulnerable,tz,"This is a new education programme introduced in this district to ensure that each vulnerable girl and boy in this district is educated , protected , respected and valued and grows up to turn the tide of poverty .",1,3,[1 0 0 0 1 0 0],212,1,0,0,0,1,0,0
7962,7963,@@14091354,poor-families,za,""""""" As a family , my father was a policeman and he used to come home with food ( monthly ) , and my mother used to pack small parcels and we used to give them to the poor families .""",1,3,[1 1 0 0 0 0 0],182,1,1,0,0,0,0,0
9487,9488,@@4719088,hopeless,jm,"That foundation became an oasis for Grant 's Pen residents , and as they embraced our motto , ' Doing What Love Requires ' , political tensions eased and hopeless young people were able to get skills training as the foundation partnered with HEART Trust/NTA to make them employable .",1,4,[1 0 1 0 0 1 0],283,1,0,1,0,0,1,0
6048,6049,@@21894929,homeless,sg,"After that , she decided that she would not continue with a collection drive as it was cumbersome and decided to look for a single sponsor . But soon , cash-rich people started approaching her and gave her money to build shelters for the homeless .",1,3,[1 1 0 0 0 0 0],248,1,1,0,0,0,0,0
999,1000,@@16791902,in-need,gb,"""A source told the Mirror : """" Madonna has a deep affiliation with Malawi and has always wanted to do what she can to help those in need .""",1,3,[1 0 0 0 0 0 0],139,1,0,0,0,0,0,0
1762,1763,@@4231652,refugee,au,"As the Gillard government 's proposed ' ' Malaysia solution ' ' and refugee swap deal inches closer to official ratification , with reports a draft agreement has been reached , more than 400 suspected asylum seekers are awaiting their fate on the small island , placing a strain on the already severely stretched infrastructure .",1,4,[1 0 0 0 0 1 0],329,1,0,0,0,0,1,0
2778,2779,@@10362804,women,bd,""""""" We have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for Britain to trade with . A more prosperous , connected and stable world is firmly in our national interest . """"""",1,3,[1 0 0 0 0 0 0],297,1,0,0,0,0,0,0
