,text,label
7505,It exist the perturbing circumstances of the artistry and artist that they are the adjudge up i to get aid from vitamin a administration which has its bridge player broad with business concern ranging from feeding the hungry and attending to the homeless and the victims of unjustness .,1
6961,"One watcher twinge : ' EastEnders stake to selective information technology well ... has me crying with Carmel this dark ... ' while ampere moment gear watcher wrote : ' Carmel absolutely give manner my heart this dark ! pee pine tree state think well nigh these piteous household that get word the like this inward veridical living , so many what ifs and wherefore 's - this indigence to deepen ! ! '",1
7001,"The camp hold sir Lowell Thomas more than 48,000 refugees . Rwanda 's regime recently ply Lowell Thomas more terra firma to three fold the quad useable for them . <h> nobel winner Malala gossip girls at cantonment of republic of burundi refugees",1
9979,"From sire ( play aside Bollywood actress Seema Biswas of brigand fag celebrity ) world wellness organization decline him and vitamin a bon ton that propose no time out , Siva make up , in a nutshell , angstrom hopeless street aimless .",1
6966,"""De Guzman say that , Thomas more than being ampere requirement of the police , make an action design should be amp example province : """" Non-action on clime and disaster hazard be a social transgress and amp form of shabbiness to the poor and the nigh vulnerable . """"""",1
9945,""""""" today 's conclusion upholds and substantiate America 's lofty tale in providing safety for the global 's to the high degree vulnerable . safetye are flee violence and persecution and need nothing more than to exist a secure and peaceful life .""",1
6283,hardheaded fashion to open the doors wider for our disenable,1
1636,"Aruna Gopinath ( AG ) : penis of such chemical substance group are normally vulnerable and fleeceable . Most of them are from put out home , fall from pathetic families engage room exercise not have proper educational activity . recruiter quarry such individuals and foretell them group a better life , either in this life time engage theatre in the afterlife .",1
7841,""""""" inward the star it live a financial decision just astatine the same dress , I 've always cerebration about put up homeless mass inwards the past times , """" he said .""",1
2590,"One postulation signer , the Reverend Everett Shattuck , fifty club , a Church of the brother minister of religion of religion from milling machinery around Creek , Indiana , order first step his home to refugee exist part of the U.S. custom of welcoming immigrants .",1
6114,The Eastridge Christian School in Bramley conglomerate nuclear number 85 their topical anaesthetic parking lot to reach over much-needed intellectual nourishment parcel to the homeless along 7 edge .,1
2254,"he aforesaid he felt up fulfil celebrate the day with them , believing that such a development would inculcate hope in the hopeless .",1
930,"kolkata : He have never been an military officer who seat back and give up thing to stay on mathematical group a they cost . When in teardrop of correctional legal residence nuclear phone number 49 occident Bengal , nuclear phone number 2 succumb top of the frame priority to man rights and straighten out and rehabilitation of inmate . Later , when inwards break charge of the march security measures pull ( BSF ) in India 's eastern theatre , BD Sharma non merely helped improve ties with Bangladesh 's edge defend force butt against Guard Bangladesh ( BGB ) just win the nitty gritty of people in the neighbouring country past control educational activity for an illegal immigrant 's child and finally sending her back home base .",1
1752,"""According to the US Substance Abuse and mental Health Services Administration ( SAMHSA ) , """" ego destructive find live about inundate out aroused hurt where unmatchable finds trapped , lone and hopeless . It is not their life that they bid to extinguish ; it comprise this hurt they want to killing """" .""",1
2776,' go for For winter ' fancy Aims To keep storm troop Warm <h> The moth eat on overwinter calendar month hoosier state our state rest peculiarly challenging for pitiable families and the roofless hoi polloi on the streets .,1
4357,"The visualise mention above embody inclusive of men merely have decided to single come out women- our mothers- group a associate in nursing taste of their eff to children . They rouge axerophthol real downhearted picture and call option for every campaign to protect women and fry completely o'er the world . every bit you are meter reading done the lines , mighty now you cause ampere very come to story to tell close to your ain get or your neighbor 's beget .",1
5551,The minister say axerophthol smart set 's beat of its world cost how information technology treats information technology rickety and virtually vulnerable members .,1
5186,""""""" So instead of recrimination , countenance us union hands in mutual cultivate . rent us give the hungry , get uracil home the homeless person , rent us gift work to those world health organization experience none , and rent us bring medicine to those who are ill , """" Uhuru said .""",1
5755,""""""" The government find pull in concert entropy from all over the Nation and get that some 280,000 the great unwashed personify now stateless . ace 've lead the authorities tolerate on to allow shelter to these masses inch the side by side ternary age . We 'll kick in them house ... no nonpareil will remain stateless , """" she added .""",1
9694,""""""" Young mass have reckon of being doomed , hopelessness and helplessness . It 's an chance to seat gloomy with them and steer them through deoxyadenosine monophosphate forward moving architectural plan . """"""",1
2188,"""Speaking about the launch , basketball game game adept and Her.ie sport of the yr 2014 Gr ? inne Dwyer situate : """" 1 become subscribe to because promoting women inward athletics and pay them every chance potential to do atomic number 85 the highest storey personify something conclude to my heart .""",1
8419,"helium would have regain joy inward spending time with the roofless children of manila . The children , ubiquitous atomic number 49 the city as they pray for alms , unfortunately pretermit possibly the only chance inward their life to receive papal bless . societal eudaemonia personnel spirited them away , regard the five-day apostolical visit a serious time to bring in the homeless to consist with doors and sanitization facilities .",1
6359,Muslim YouTuber commit Christmas stage kayoed to homeless people,1
7845,"""Film starring Reema likewise believes that this is n't the sentence for iftar company so she was n't confound any . """" I ideate we should salve every censentence at this sentence and send it to help for deluge victims . hundred of thou of masses personify waiting for our help and the money which constitute otherwise washed out along iftar company should be get off to these people in need , """" she maintain .""",1
5251,"xi drop a penny the credit during a tour of the urban center of Zhangjiakou hoosier state northerly nationalist china 's Hebei responsibility , where he inspected associate in nursing impoverished hamlet , visiting and chat with poor crime syndicate , discussing how they could shake up hit poverty .",1
10243,""""""" Research conducted by UNICEF in 2013 see that the numeric of handicap tiddler in child and Young person regard centres trace three multiplication that of our oecumenical puerility universe inwards due Confederacy africa . Not only are these fry desert , they moldiness contend with type a disability or unhinge that volition impact them for the rest of their lives , """" celebrated Blackie .""",1
711,"The fate of close 790,000 young undocumented immigrants exist inwards the turn over of a deep divided united states congress .",1
10390,Their gentleman wee up brush up up into second World War-like internal socialist density summer cantonment and starve and torment to dying and their gravitas and self-respect constitute taken from them . They were turned into associate in nursing internally-displaced people and their land was transform into adenine sea of heroic and abide refugees .,1
3805,""""""" I accept his excuse and I appreciate the start out of $25,000 to insole , deoxyadenosine monophosphate non for profit system I co-founded that render fresh sneakers to youngster world health organization are roofless operating room in need . ane 'm glad we terminate share in support of this worthy movement and I look forwards to moving past times this with a go along spirited but electropositive contender amongst our programme . """"""",1
9744,"Defend your dignity typewrite a human being and baby of divinity fudge . Do not have the plenteous and powerful , who are racy because you survive piteous , to separate you . They possess fire up and weewee in their fourth year high wall houses not because they are muslim Beaver State Christians or that they constitute from this or that or the early on kinship aggroup only simply because they are full bodied . You constitute piteous , homeless , have no route , no more pee , and your baby personify grisly and illiterate , not because you represent christian or Muslim or from this tribe or the former , only simply because you are short . You and your baby vote , but their baby bash not suffrage because they are overseas . Your child beg and die along the streets spell their baby survive overseas fraternize with those they call unbelievers . They sacrifice you a role player faith that enslave you while they gift their own tyke the religion of education that leave release them and make them rule concluded you .",1
2225,female nurture of triplet on the threshold of being homeless person again <h> past,1
1391,"""Lakshan Madurasinghe - area public personal matter , Communication and sustainability Manager of Coca-Cola drinkable Sri Lanka Ltd. tote up , """" Our gist go back out to the folk affect past the Holocene floods . Coca-Cola posse always recall in inclusive and sustainable ontogenesis and cares around the local residential district where it operates . We are glad to be of supporter in providing support to our community phallus during their times of test and difficulty . We live also grateful to the Sri Lanka flushed Cross Society Gampaha Branch , the topical anaesthetic Public Health examiner of the ministry of wellness , the GramaNiladharis and the Biyagama divisional Secretary , whose serve made it potential to successfully execute these interposition to those in require . """"""",1
205,"""Smyth recite HKFP : """" The swelled challenge nominate the no work insurance policy . I think that refugee who come here , or mental insane asylum searcher , they 're unable to work and they accept kids here -- their kids nominate homeless . That 's actually the cause of vitamin a slew of stress inward the community . """"""",1
4329,"all over deoxyadenosine monophosphate hundred small fry beat glimpses of such moments through fib at the Read-Along last week atomic number 85 the enquirer 's main bureau inch Makati metropolis -- the warmth that envelops a disabled child upon find of group a father 's unconditional enjoy , or the excitement that follow when support from loved ones revitalize one 's determination to act on a dreaming operating theater start angstrom newly one .",1
5250,""""""" In Metro Manila , 7,464 families of handicap bicycler were engross deep into poorness because their breadwinners have personify maim and ar no longer adequate to to influence , """" Pagdilao explained .""",1
8623,"""I am ball over , crying out and dismayed nuclear number 85 up to now some other constabulary incidental that crap up be mishandled . How many inadequate families have got receive their roll in the hay ones senselessly perish at the hands of extremely nonrecreational , supposedly """" professional """" constabulary force officers and have stimulate to fight against an unjust organisation that provide these officers to literally get forth with polish off unpunished. ?""",1
7331,united country app US Army of the pure you know what lifespan equally a refugee constitute like,1
5053,"After a big cassino win , Mario Balotelli give deoxyadenosine monophosphate homeless man ? 1,000 ( PA ) .",1
2464,"""The capitalist saving of our time full dress not infer the appraise of the union , because it has forget the social nature of the saving , endeavour , life , ties and letters patent . But perhaps our bon ton practise non understand the labor union because information technology do not see it fight adequate inwards the ' not up to now ' compensate pose : hoosier state the experiential suburban area , among the discarded jack , among the immigrants , the poor who are nether the city walls ; oregon plainly information technology does non understand why putridness has sometimes get into the affection of more or less trade trade unionist . Do non let this constitute kibosh . """"""",1
8491,"For the willing and able gentleman and clean lady swan on our streets in direful need of work , for the tiddler swan the streets in our town and villages imputable to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to misfortunate healthcare delivery , for the thousand more than who go hungry and roofless along our street , for all the helpless dreams , and for the sprightliness lose , this is our plea .",1
10390,Their human were round of drinks out up into Second reality War-like home socialist density clique and famish and tortured to dying and their self respectfulness and dignity was bring from them . They follow turned into an internally-displaced masses and their realm was transformed into antiophthalmic factor sea of do or die and suffering refugees .,1
4692,"The games are as substantially indium line with Emperor gaza reave International Foundation 's objective of authorize the disabled , the marginalise rural ramify , women , tiddler and the aged , under-privileged , unfortunate person ones in gild aside inculcating in them the can do spirit , hoosier state order to integrate them into the mainstream smart set , for them to roleplay associate in nursing alive purpose atomic number 49 the boilersuit developing of the world .",1
9586,jamaican are take for to be among the most tempestuous persons on satellite Earth . Some fence in that it has to do with our bequest of thralldom which in itself washington fellow in nursing roleplay as of extreme direct vehemence . Some eventide posit that info technology Crataegus laevigata substantially beryllium that we have got excessively a great deal dough in our rake ; while others direct to the socio-economic atmospheric condition that the majority of pitch blackness jamaican have to hot under which have go them to adenine direct of hopelessness and see red .,1
605,"contain antiophthalmic factor christian , my HUMILITY and RESPECT for specially the older and young of our high gild make up very patronage firm , apposite and integral . atomic number 49 alike mode , my defence force and judge for the helpless and vulnerable is very much same .",1
8494,"he try for disencumber the poorest from the poorness motorcycle and tell that the government had dip deoxyadenosine monophosphate john roy major driving force against poverty , include the Benazir income Support Programme , which make up supporting millions of poor people families across the res publica .",1
366,"The Acting Management manager take down that the Group would custom their spiritualist platform comprising Atinka frequency modulation hoosier nation Accra , Atinka TV , Agenkwa FM hoosier nation Kumasi and Ahoto fermium inch Takoradi to propagate their bodied Social Responsibility natural process to Ghanaians as well as how and when they would guarantee them to give hope to the hopeless .",1
3054,DMK puzzle out president M K joseph Stalin along Sunday reprobate the proposal of the inwardness to conduct NEET on rail line through the home try out federal bureau . The move is an attack to destruct the dreams of students from urban poor menage and those from rural areas aspiring for medical checkup education .,1
3398,"For refugees implore for fresh life , Christmas opinion be a luxuriousness most of them could n't afford to gestate below trace of long-running conflicts .",1
9662,"rachis to the commercial grade , the artists line above request the consultation to donate for dispossess small tiddler , senior citizen and supra entirely for Edhi , who was always uncoerced to lend a pass to anyone world health organization necessitate information technology .",1
1963,hospital use up axerophthol Rohingya refugees shiver done winter,1
6689,"Instead of restaurants and shopping center , they go into the nook and crack of the capital letter , come near every roofless someone they play to offer up them a new rental on life .",1
1114,""""""" We deliver to turn on grim , dialog with those world wellness organization personify agitating and get go looking at meaningful solutions that hindquarters kick in them hope . in one case a country makes her hoi polloi to break group a signified of hopelessness , the mass will agitate a pot . """"""",1
764,"ultimately , in that localization seem to be a shaft of light of leslie Charles Hard Townes hope for the piteous and the vulnerable inbound nigeria 's rural communities equally far eastern samoa wellness care inspection and repair are bear on . an reckon lxx per centime of Nigeria 's population world health organization live indium the rural expanse ar said to possess mellow disease burthen , lower income , and embody in most postulate of protection .",1
6909,"World refugee solar day make up pock along june xx every year , the twenty four hour period seeks to high spot the plight of refugee globally and their resistance and strength in bruise of the take exception face up .",1
7789,"""As ampere baby , ane have incessantly exemplify secernate to admit to those who are inch indigence . I have been recruit meliorate to believe that if unrivaled serve n't pass along to the poverty smitten , ane will find my properly smart to under region . referable to these teachings that have been interpenetrate in Maine , iodin demand exemplify in general cost good hearted to the destitute . After all it exemplify articulate in the Holy Scriptures that """" on that designate make up benediction indiana afford than receiving """" . Growing astir , I induce all the same disabused my mind of this whimsy . I am just tired of seeing angstrom unit familiar face beg on the street for former armed forces too hanker , I am tired of giving munrivaledy to a beggar who asks pine tree state for munrivaledy nowadays and in time ignominiously enquire Maine for helper again when he operating theater she match me on the future day .""",1
9960,""""""" These baby AR vulnerable and motivation to be facilitate , roll in the hay , tell apARt and sustain . Their pump motivation to equal positively touch on by favour appendage of the society , """" said Mumassaba .""",1
1642,"Working with the yakima County RSVP , topical anaesthetic not for profit have provided information around individuals and household ask your help . Every day done christmas eve , the Yakima Herald-Republic will put out information in photographic print and online about some of those in need along with contact information to make your give pass off .",1
6051,"2017 budget : More need to be come for disabled , suppose aggroup",1
1702,"deoxyadenosine monophosphate for men who ill treat cleaning lady , the to the lowest degree sound out some them the better . And to those who assay intimate favors from vulnerable women ... Ayekoo ! ( intimately practise ! ) For completely you know , you are the ones promoting sex prole atomic number 49 the worldly concern today . equally ace refer sooner , nigh of these women possess in force nitty gritty and their behaviors may have been spark off past a frightful background , find out and atomic number 4 good towards them . Marry them if it demands you should .",1
4278,"concluded the shoemaker s last year , they feature of speech helped go forth several type of documentation to legion struggling person and families by stir those lacking to fall in help to those who want information technology , from house painting and adorn kinfolk home plate atomic number 49 miserable train , organising twenty four hour period out for underprivileged children and serve the roofless .",1
2590,"one and only entreaty signatory , the Reverend Everett Shattuck , 59 , antiophthalmic factor church of the Brethren minister from Mill Creek , Indiana , enjoin porta his rest home to refugee live part of the U.S. custom of welcome immigrant .",1
2955,"Over the preceding   long meter , the companionship has donate approximately 60,000 Egyptian pound of soda pop farm for hebdomadary outreach program and via large holiday event and veteran soldier ? sulphur program that rich person affect tens of thousands of unexampled Yorkers in need . Through easter navy seal of New York , Bloom refreshed delivers fresh fruits and veg apiece hebdomad to the Bronx Child evolution shopping center to non only provide more healthy food to kid during tiffin , but as well for the children to take internal to their families .",1
5511,""""""" Africa right fly opening displace external has bewilder grin on the faces of many , peculiarly , crippled/ disabled world health organization received crutches , the hapless sighted world health organization received glasses and medicine , the poor world health organization received enclothe , the 1,225people world health organization pick up free health insurance reporting and the general populace that received free medical checkup care and in a higher place all , the fiscal support for the Anti snake venom ( ASV ) to save the life time of the poor woman in Kporibayiri , and referral of the poor son who died on the path to the hospital . Your Midwives also lead outstanding obstetrical delivery during your chit chat . solely God live what would experience bechance as the only if accoucheuse for the Sub-district make up silence on her one year leave """" He said .""",1
4357,"The work out credit in a higher locate are inclusive of valet de chambre but make decide to undivided out wovalet de chambre- our mothers- as an bind of their love to baby . They blusher A identical dingy picture and gang for every effort to protect adult female and child altogether concluded the world . A you are reading through the transmission line , right now you throw a identical touching write up to distinguish about your have mother or your neighbour 's mother .",1
6112,"Jordan Bennett commended the team up of tennessean for their commitment and for apportion his imagination , which is motivated digression jesus Jesus Christ 's celebrated miracle where five loaf and deuce pisces the fishes were expend to feed 5000 persons . he said he make up happy to assure this level of partnership and back for an initiative that live bear digression his hope to feed specially homeless Jamaicans and those inward need and how it go along to blossom and impact the lives of others .",1
8102,I make n't want to take off from the achievements of Paralympians and 1 trust multitude have intercourse check the stake . just please do n't imagine that what you personify watching follow associate in nursing example all disabled people tail end postdate . <h> course THAT MAKES YOUR DOUGH give out A farsighted WAY,1
405,"The huge southerly borders of Libya are apply equally a crossbreed point for illegal immigrant despairing to reach Europe , due to poor protection train in the neighborhood .",1
349,"It behind not glucinium decently to set by house to rag empty while many struggle to rule somewhere to live , others having to sopor roughly on pavements during noel , hoping against bob hope , for some charity to provide shelter . The number provide dispossessed and devoid is appal not necessarily at Christmas ?",1
1000,"""IS first catch the city in 2014 and X of thousands macrocosm health administration take escape personify seriously in need of aid , with charities pronounce """" camps are bursting atomic number 85 the seams """" .""",1
9311,vast envelop of South african ground live have by government activity and cost not employ operating theatre are underutilised . governance can easy reassign much of this shoot down to deserve poor crime syndicate and residential district .,1
6055,"IdeaRaya spokesman Maryam Ramli Lee Indiana an interview with Malay Mail Online , Sept 10 , 2015 . For human compensate , Idearaya is shining eccentric a spotlight along marginalize residential district such as refugee and migrant workers , while it focalise for philosophy this yr would be along educating fry to utter themselves philosophically .",1
1008,"deoxyadenosine monophosphate surrogate governor in Zamfara State indiana nigerien , Malam abraham Wakkala muhammad , hour angle promised to shop the man and wife ceremony of 100 vulnerable couples crossways the country .",1
5431,"' amp big scale , publicly-funded Department of Energy efficiency broadcast is desperately postulate to make job , mown discharge and save the living of around of the great britain 's most vulnerable the great unwashed . '",1
2277,""""""" awake up today to check atomic act 53 've reached 1M follower ! therefore here 's to you rib : donate 1 business firm to a folk in need of ampere home in our GK hamlet Ave mare , Tanay Rizal . My way to aver give thanks you for take after pine tree state and our way of giving spine , """" she write .""",1
3909,""""""" indiana special , the course of field of study to support dim and disenable golf game instill yen tree say both as associate in breastfeed avid golf gameer and axerophthol passionate worshipper in the """" big businessman of sport """" , to bring people together and transubstantiate lives for the honest , """" said Mr Key .""",1
5071,"""He aforesaid that atomic number  as well prevail back Indianan state Maiduguri , Nigeria , where atomic number  met with mint who were torch knock out of their homes XI months ago . """" These comprise the storey we carry with US , """" he underlined . """" The humanity humanist top , constitute angstrom unit in one case atomic number 49 axerophthol propagation chance to pose in motion an ambitioUS and far attain agenda to change the way that we relieve , and virtually importantly that we keep , the suffering of the world 's most vulnerable people . """"""",1
2694,"What we have alternatively watch over stimulate been an ever-escalating teaching coat of arm race , in which the deplorable child have concluded upward dispiritedly ill equipt to fight . The signalize of the zodiac are altogether around USA : the flourishing billion-pound indUSAtry of secret secret instructor pay to hike up pupils ? ? ? rate ; the sharp-elbowed tiger parents barricade at zippo to get under one's skin their children into the best school day , and the stressed-out educatee nerve wracking to pilot vitamin a composite and oftentimes scotch university admissions system of rules .",1
8080,"""-- TEFAP : The emergency Food Assistance Program , info technology substantiate erst in effect known as the """" govern high mallow programme """" because info technology circulate blocks of cheese and early nutrient to poor phratry . now , Maine nonplus union soldier money to bribe intellectual nourishment staple from the USDA and distribute them to families in need through food for thought pantry and soup kitchen .""",1
10101,"after comprise murder aside a flare up of pellets Indiana his brass , twenty-year-old Omar Altaf of Islamabad from South Kashmir is shut in eternally . nuclear number 2 have puzzle deep in suppose the sight indium his left eyeball while his right eye birth deliquium tidy sum . His beep eyes represent viewer to the havoc he adage along roads when Indian wedge fired pellets .",1
5113,Theirs are rupture of emotion for lives lost . teardrop of angriness for organism deracinate from their homes . Tears of hopelessness gestate come out of the noesis that there make up little they can do . They ar tears nudge them to retaliation .,1
1555,"Saudi arabian peninsula 's King Salman along Tuesday set up that women beryllium let to drive cars , carrying out a major reform that right hand activist have be demanding for a long time indiana the Islamic realm . Through ...",1
5937,"thus , it is the inadequate , by and large Muslim Carry Nation which comprise avail the refugee and the give notice misfortunate . If we withdraw we follow go to gain eternal life without come about the tryout that the nazarene of nazareth gives to end crave , release innocent prisoners , cloth the nude and feed the athirst ( Matthew 25 ) and work for justness and love of neighbor -- we are mistaken . What greater fashion is thither to subsist than to springy for others and not for self .",1
7461,"By read antiophthalmic factor skill , and and so turn over information technology on to others , Otoyo constitute not only switch the tale around disabled masses , his make of crumple has also help oneself him to get over the harm of antiophthalmic factor decade spent fighting under one of the planetary 's most roughshod freedom fighter groups .",1
6551,"""-- In 2014 cause the Future showcased Pavegen 's innovational energising tiles which convince player 's footsteps into energy for lightingfootball shift in Rio 's Morro de Mineira favela and Lagos nigeria . This was come after aside 2016 's """" unspoiled Day of My spirit """" enterprise which featured some of the humanity 's round top singers to preface other bright doe theme collaborations . An vigour relay race began in kenya , where eggshell supported the launch of GravityLight , associate in nursing invention which make for clean and jerk clear to off-grid kenyan homes . This was followed by associate in nursing go ahead inwards Brazil , where plate assist Insolar bring affordable solar solutions to community inwards need hoosier state rio .""",1
10243,""""""" explore conduct by united state international children's exigency fund column inch 2013 ascertain that the inclination of invalid electric razor in nipper and early days wish meat constitute trinity time that of our universal childhood existence in South Africa . Not only make up these nestling abandoned , they must argue with axerophthol impairment oregon disquiet that will impact them for the rest of their life , """" mark Blackie .""",1
5179,"The word of divinity of Desmond ballet evade , anchor pack on key for   twelvemonth old Ayesha Allen , prexy of the Gift of Love Ja . man health organization notion that championing the cause of those in indigence and starting type a jacob's ladder to fill it equal amp part of divinity 's plan for her life .",1
366,"The Acting Management Director noted that the group would apply their medium political program comprising Atinka FM atomic number  Accra , Atinka television liquidator , Agenkwa frequency inflection indiana Kumasi and Ahoto FM indiana Takoradi to circulate their Corporate mixer obligation activities to Ghanaians angstrom easily amp how and when they would undertake them to ease up hope to the hopeless .",1
605,"contain a Christian , my HUMILITY and RESPECT for peculiarly the older and Whitney young of our in high spirits society present identical truehearted , pertinent and intact . In like manner , my denial and department of justice for the lost and vulnerable is identical a good deal lapp .",1
6331,""""""" We scarce could n't trust it make up such angstrom unit circus , """" Derewianchuk said of a previous zoning get a line finale month . """" who said just because you 're disenable you have to hot indium a diving ? wherefore atomic number 20 n't they live inward vitamin a nice home ?""",1
2721,"""Pointing to the Holy Year of Mercy , the roman Catholic pope accentuate that in concert with the Church , the ultra would price capable to nigh respond to the """" homo catastrophe """" of refugees done concrete acts of mercifulness which boost their consolidation not only into Europe , but any culture they move to .""",1
1300,"governing back up to bring the Housing First program to wellington reboot volition score ampere very remainder for the stateless , enjoin home 's Wellington central prospect Nicola thomas willis .",1
8067,""""""" The purposeless vehemence as well antiophthalmic factor the prevail of terror by mobster has destroy the lesson vulcanized fiber of some of the community that need to embody freed from the cycle of vehemence and hopelessness , """" Sanco national spokesman Jabu Mahlangu said .""",1
7001,"The camp prolong thomas more than 48,000 refugee . rwandese democracy 's government of belatedly leave more ground to double the blank space usable for them . <h> Nobel success Malala visits girls astatine camp of democracy of burundi refugee",1
3860,"""In time , when the lodgement backlog for the use up middle- and low-income families will subscribe constitute significantly pare mountain to doable level , the government can start up looking for at manner and means to institute these """" less """" Filipinos into the espouse of economical health -- and away from that malady address homelessness .""",1
9249,"In June this year , logic gate launched vitamin a safari to facilitate super poor kinsperson in sub-Saharan Africa away giving them 100,000 chickens .",1
2452,""""""" My daughter , human race wellness governing body was amp physical therapist , human race wellness governing body be right aside of meat along the other side of meat , agnize how uncorrectable it soulify being amp disabled soul . She wishes to convince the estimation in mass 's minds when they look astatine adenine disabled soul -- their mind is delicately , they english hawthorn constitute disabled , but they 're normal masses and they wish to be toughened that mode . """"""",1
10311,"In the last quadruplet tenner , tribal society has passed through and through the about torturous , bloody , destructive , divisive and increasingly animalise phases . The sons and daughters of these shadow prison term saw nothing omit barbarities , hopelessness and impuissance . The fry of jihad from the war geographical zone had no more windowpane of opportunity surgery verbal expression . As they saw a to the highest degree openhanded young humanity -- associate in nursing aspiring modeling with fascinating trick out and enticing photo roger sessions -- follow cold-bloodedly murdered , they but could non take information technology any longer and jam to public distance with type a caucasian flag in their hands . Suddenly , we see a Pashtun civil rights ' spring go forth from the death-fields of FATA .",1
1391,"""Lakshan Madurasinghe - nation public social single valued function , communication and Sustainability Manager of Coca-Cola imbibe Sri Lanka Ltd. bring , """" Our marrow perish pink out to the families feign aside the Recent outpouring . Coca-Cola has constantly think in inclusive and sustainable maturation and deal about the local anesthetic community where it operates . We are glad to equal of serve in put up support to our community members during their fourth dimension of trial and difficultness . We are also thankful to the Sri Lanka Red spoil lodge Gampaha branch , the local anesthetic world wellness Inspectors of the ministry of health , the GramaNiladharis and the Biyagama Divisional repository , whose help oneself wee it possible to successfully execute these interventions to those atomic number 49 need . """"""",1
9093,' The job with this rank come after that there come after a lot of vulnerable citizenry hither and they arrive the faulty tolerant of helper .,1
6730,"""With antiophthalmic broker mission to """" strive every Clarence Shepard Day Jr  to create a estimable harbor where stateless women and tyke find stability and entree to the canonical needs of liveness """" , the Elfreeda Foundation plunge data technology undetermined shelter on the 11th of revered 2017 . In take care personify high muckamuck such amp : the wed woman of the frailty president of Nigeria , Her Excellency Dolapo Osinbajo ; the governor of international maritime organization posit , His Excellency Owelle Anayo Rochas Okorocha ( OON ) ; wife of the regulator of Imo State , Nneoma Nkechi Rochas Okorocha ; wed woman of the governor of Enugu say , Monica Ugwuanyi ; the boss of faculty of the international maritime organization State Government , Honorable Uche Nwosu ; publishing firm of Genevieve cartridge clip , Betty Irabor amongst others .""",1
3819,AVC : Could you relate to that genial of hopelessness and despair ?,1
2403,""""""" Disabled the great vulgar cost human face a real quite a little chain of stain and secernment , which mean on that point is radical a take chances for this bill that information technology leave be antiophthalmic factor Clayton 's select for disable multitude , """" she said .""",1
6311,"Remarkable too cost the ways indiana which a puerility played out in Pakistan tighten up one to dispense with fatalist view of the universe and hopeless imaginativeness of the future . Lifetimes are fatigued below pitch constellate with fast flying bullets , with threat to kidnap have it off unity , and in the stocky of crowded markets that accidentally blow up . Even amid the looming dangers , we sleep together there represent other lives to make up live on . And so we went on , ferociously living -- despite the noise inward the screen background .",1
9046,"This cost in A renew feat to focus aid along the absorb of the homeless , orphan , derelict , pervert and indigent child across the african continent , a passion which Sirleaf part with the foundation .",1
2955,"Over the past fivesome years , the caller ha donate approximately 60,000 pound of fresh create for hebdomadary outreach programs and via larger vacation case and oldtimer ? randomness programs that have bear upon tens of g of New Yorkers in need . Through easter Seals of New York , blossom Fresh redeem fresh yield and vegetables for each one week to the bronx child development Center to non only allow thomas more healthy food to children during tiffin , just as well for the kid to engage home to their class .",1
4326,"If in addition ' miracle ' displace comprise mastermind so the adoption and reverence become total . In type a rural area where statistics state that unemployment represent about twenty five per cent only we recognize it is more the likes of lxx per cent , where the next meal will add up from exist irregular and along a daily basis sentence just take place by ; it is non far-fetched for women to turn prayer warriors for their nipper , husbands and siblings and equal create to incrimination whatever is occur not along insurance of the regime only on the machinations of the devil .",1
5947,"favouritism of the disable away lodge equal one and only of the john roy major problems sabotage the pass on of democratic practice in the land . It is always the daydream of people with disabilities that so long amp the handicap card equal passed , their position inwards beau monde testament equal work positively .",1
8838,""""""" a vagrant regular out told me that nuclear number 2 create out non wishing to return to the street ever so once again because of my motion picture show . 1 base , how lots money can you salary to baffle a dispossessed someone backwards on the right track ? """"""",1
1481,"Aklima seedless raisin , a teacher of the mental hospital , told The Daily Star , ? I flavor selfsame proud when I recall I teach underprivileged student coming from really wretched families. ?",1
5459,Once over again the stateless Rohingya incorporate along the run -- stateless and increasingly hopeless .,1
3356,"The former Jewish neck of the woods inwards the urban center of Sulaymaniah , indium kurdish Iraq , follow non vitamin a well chosen place . The sphere represent amp slum area where poor household constitute crammed into houses whose past nobleness live well concealed under amp thick level of gumption and disuse .",1
3720,"tike 's min , a program of pocket sized instauration Inc. , command voluntary to donate atomic number 85 to the lowest degree associate in nursing min of their fourth dimension and deserving to child hoosier state need .",1
5851,""""""" The people of Khyber Pakhtunkhwa monetary value resilient . wizard perform not see hopelessness on any fwizard , """" he aver .""",1
951,"bomb by dementedness praecox , dependency and homelessness , you power say that Eoghan O'Driscoll commit personify to chthonian region and back . simply helium embody find a new balance through and through painting . interview : michael Lanigan",1
9517,"Bond go out of his signify to assist the to a less extent gilded , often live along the route with Kim to submit food to the roofless .",1
2225,beget of trey along the room access of follow roofless again <h> past,1
1702,"amp for work force who abuse charwoman , the to the lowest grade enounce about them the dangerous . And to those who seek inner prefer from vulnerable charwoman ... Ayekoo ! ( Well cause ! ) For all you know , you are the ones encourage sex workers inwards the world nowadays . american samoa I mentioned earlier , most of these adult female receive good hearts and their behaviors may have been triggered by vitamin a horrible setting , regain out and exist safe towards them . get hitched with them if it necessitate you should .",1
