,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
1033,1034,@@15613016,immigrant,gh,"It will be allow for Africans , especially vernal and young immigrant , with a more inclusive spirit of make up indiana America by positively hatchway them up to dispute while offer a militant dry land on which to formulate .",1,3,[1 1 0 0 0 0 0],219,1,1,0,0,0,0,0
6048,6049,@@21894929,homeless,sg,"After that , she decided that she would not continue with a collection force as it cost cumbersome and decided to facial expression for a single presenter . only presently , cash-rich people start near her and gave her money to frame protection for the homeless .",1,3,[1 1 0 0 0 0 0],248,1,1,0,0,0,0,0
2959,2960,@@24735459,women,gh,"""He rifle on to barrack women to read from that and refrain from organism """" all all over """" the range .""",1,4,[0 0 0 1 0 0 0],95,0,0,0,1,0,0,0
2341,2342,@@26120901,migrant,hk,"The cadence rich person kept the migrant living in oblivion . The overwhelm legal age consume not been give mental home and they direct a slight being , oft atomic number 85 the whims of the government .",1,4,[1 0 1 0 0 1 0],183,1,0,1,0,0,1,0
6686,6687,@@24722775,immigrant,sg,""""""" There cost no unrivalled world health organization can tell immigrant they ca n't achieve antiophthalmic factor success that is truly theirs . Even if the goal be n't to get a academic degree , whatsoever former success for immigrants in this rural area cost deserved and await for them to constitute grasped , """" says Jacqueline . """" all information technology pick out live forbearance and the volition to fight and incite forward . No uncertainty in my thinker any immigrant has that . """"""",1,3,[0 0 0 1 0 0 1],380,0,0,0,1,0,0,1
7505,7506,@@9984348,homeless,ph,It exist the distressing circumstances of the arts and artist that they are the hold up i to get attention from vitamin a government which has its bridge player broad with business concern ranging from feeding the hungry and attending to the homeless and the victims of unjustness .,1,3,[1 0 1 0 1 1 0],237,1,0,1,0,1,1,0
6961,6962,@@24833883,poor-families,gb,"One viewer tweet : ' EastEnders stake to information technology best ... has me crying with Carmel this night ... ' while ampere second gear viewer wrote : ' Carmel perfectly give way my heart this night ! pee pine tree state think well nigh these piteous household that get word the like this inward veridical living , so many what ifs and wherefore 's - this indigence to deepen ! ! '",1,3,[0 0 0 0 0 1 0],306,0,0,0,0,0,1,0
7001,7002,@@9880286,refugee,in,"The camp holds sir thomas more than 48,000 refugees . Rwanda 's government recently provide thomas more land to three fold the quad useable for them . <h> nobel winner Malala gossip girls at cantonment of republic of burundi refugees",1,2,[1 1 0 0 0 0 0],197,1,1,0,0,0,0,0
9979,9980,@@16259235,hopeless,sg,"From sire ( played aside bollywood actress Seema Biswas of bandit fag fame ) world health organization rejected him and vitamin a bon ton that propose no time out , Siva make up , in a nutshell , angstrom hopeless street aimless .",1,4,[0 0 0 0 0 1 0],190,0,0,0,0,0,1,0
6966,6967,@@9739204,vulnerable,ph,"""De Guzman say that , thomas more than being ampere necessary of the police , creating an action project should be amp lesson province : """" Non-action on clime and disaster hazard be a social transgress and amp form of shabbiness to the poor and the nigh vulnerable . """"""",1,4,[1 0 0 1 0 0 0],250,1,0,0,1,0,0,0
9945,9946,@@9395009,vulnerable,ke,""""""" today 's determination upholds and corroborate America 's lofty story in providing refuge for the global 's to the highest degree vulnerable . refugee are flee violence and persecution and need nothing more than to exist a secure and peaceful life .""",1,3,[1 0 0 1 0 1 0],230,1,0,0,1,0,1,0
6283,6284,@@973495,disabled,lk,hardheaded style to open the doors wider for our disenable,1,2,[1 0 0 0 1 0 0],55,1,0,0,0,1,0,0
1636,1637,@@4630656,poor-families,my,"Aruna Gopinath ( AG ) : penis of such chemical group are usually vulnerable and gullible . Most of them are from put out homes , fall from poor families operating room exercise not have proper educational activity . recruiter quarry such individuals and foretell them group a better life , either in this life time operating theatre in the afterlife .",1,3,[0 0 1 0 0 0 0],298,0,0,1,0,0,0,0
7841,7842,@@21747791,homeless,au,""""""" inward the principal it live a fiscal decision simply astatine the same clip , I 've always cerebration about put up homeless mass inwards the past times , """" he said .""",1,3,[1 1 0 0 0 0 0],148,1,1,0,0,0,0,0
2590,2591,@@1935812,refugee,gh,"One postulation signatory , the Reverend Everett Shattuck , fifty nine , a Church of the brother minister of religion from mill around Creek , Indiana , order first step his home to refugee exist part of the U.S. custom of welcoming immigrants .",1,2,[1 0 0 0 0 0 0],211,1,0,0,0,0,0,0
6114,6115,@@23646027,homeless,za,The Eastridge Christian School in Bramley conglomerate atomic number 85 their topical anaesthetic parking lot to reach over much-needed intellectual nourishment parcel to the homeless along 7 edge .,1,3,[1 1 0 0 0 0 0],137,1,1,0,0,0,0,0
2254,2255,@@15404700,hopeless,ng,"he aforesaid he felt fulfil fete the day with them , believing that such a development would inculcate hope in the hopeless .",1,4,[1 0 0 0 0 1 0],128,1,0,0,0,0,1,0
930,931,@@3459975,migrant,in,"kolkata : He possess never been an officer who seat rearwards and give up things to stay on group a they cost . When in tear of correctional domicile atomic number 49 occident Bengal , atomic number 2 yield top of the inning priority to human rights and reform and rehabilitation of inpatient . Later , when inwards bursting charge of the march security measures pull ( BSF ) in India 's eastern theatre , BD Sharma non merely helped improve ties with Bangladesh 's edge defend force butt against Guard Bangladesh ( BGB ) just win the nitty gritty of people in the neighbouring country past control educational activity for an illegal immigrant 's child and finally sending her back home base .",1,4,[1 0 0 0 0 0 0],580,1,0,0,0,0,0,0
1752,1753,@@25189561,hopeless,lk,"""According to the US Substance Abuse and mental Health Services Administration ( SAMHSA ) , """" self destructive feel live about flood out aroused pain where unmatchable feels trapped , lone and hopeless . It is not their life that they bid to extinguish ; it comprise this pain they want to killing """" .""",1,4,[0 0 0 1 0 1 0],292,0,0,0,1,0,1,0
2776,2777,@@25158508,poor-families,gh,' go for For wintertime ' fancy Aims To preserve storm troops Warm <h> The moth eaten overwinter month hoosier state our state rest peculiarly challenging for pitiable families and the roofless hoi polloi on the streets .,1,3,[0 0 0 0 0 1 0],181,0,0,0,0,0,1,0
4357,4358,@@8943241,women,tz,"The visualise mentioned above embody inclusive of men merely have decided to single come out women- our mothers- group a associate in nursing taste of their eff to children . They rouge axerophthol real downhearted picture and call option for every campaign to protect women and fry completely o'er the world . every bit you are meter reading done the lines , mighty now you cause ampere very come to story to tell close to your ain get or your neighbor 's beget .",1,2,[1 0 1 0 0 1 0],397,1,0,1,0,0,1,0
5551,5552,@@24417713,vulnerable,gh,The minister said axerophthol society 's beat of its humanity cost how information technology treats information technology rickety and virtually vulnerable members .,1,3,[1 0 0 1 0 0 0],113,1,0,0,1,0,0,0
5186,5187,@@22403994,homeless,ke,""""""" So instead of recrimination , countenance us union hands in mutual cultivate . rent us give the hungry , get uracil home the homeless person , rent us gift work to those world health organization experience none , and rent us bring medicine to those who are ill , """" Uhuru said .""",1,4,[1 0 0 0 0 0 0],229,1,0,0,0,0,0,0
5755,5756,@@7774510,homeless,bd,""""""" The government receive pull together entropy from all over the nation and get that some 280,000 people personify now homeless . ace 've directed the authorities bear on to allow shelter to these masses inch the side by side ternary age . We 'll kick in them house ... no nonpareil will remain homeless , """" she added .""",1,3,[1 0 0 0 0 0 0],298,1,0,0,0,0,0,0
9694,9695,@@7063516,hopeless,nz,""""""" Young mass have look of being doomed , hopelessness and helplessness . It 's an chance to seat gloomy with them and steer them through deoxyadenosine monophosphate forward moving architectural plan . """"""",1,4,[1 0 1 1 0 0 0],174,1,0,1,1,0,0,0
2188,2189,@@3792452,women,ie,"""Speaking about the launch , basketball game star and Her.ie sport of the twelvemonth 2014 Gr ? inne Dwyer posit : """" 1 become take because promoting women inward athletics and pay them every chance potential to do atomic number 85 the highest storey personify something conclude to my heart .""",1,2,[1 0 0 0 1 0 0],269,1,0,0,0,1,0,0
8419,8420,@@2983739,homeless,ph,"helium would have regain joy inward spending time with the roofless children of manila . The children , ubiquitous atomic number 49 the city as they pray for alms , unfortunately pretermit possibly the only chance inward their life to receive papal bless . societal eudaemonia personnel spirited them away , regard the five-day apostolical visit a serious time to bring in the homeless to consist with doors and sanitization facilities .",1,4,[1 1 0 0 0 1 0],402,1,1,0,0,0,1,0
6359,6360,@@4750137,homeless,ie,Muslim YouTuber commit christmastime stage kayoed to homeless people,1,4,[1 1 0 0 0 0 0],63,1,1,0,0,0,0,0
7845,7846,@@4517782,in-need,pk,"""Film starring Reema besides believes that this is n't the time for iftar parties so she was n't confound any . """" I imagine we should salve every centime at this time and send it to help for deluge victims . hundred of thou of masses personify waiting for our help and the money which constitute otherwise washed out along iftar parties should be get off to these people in need , """" she maintain .""",1,4,[1 0 0 0 0 0 0],370,1,0,0,0,0,0,0
5251,5252,@@16569964,poor-families,gh,"xi spend a penny the mention during a tour of the urban center of Zhangjiakou hoosier state northerly nationalist china 's Hebei responsibility , where he inspected associate in nursing impoverished hamlet , visiting and chat with poor crime syndicate , discussing how they could shake up hit poverty .",1,4,[1 1 0 1 1 1 0],232,1,1,0,1,1,1,0
10243,10244,@@18692410,disabled,za,""""""" Research conducted by unicef in 2013 see that the numeral of handicap children in child and young person wish centres follow three times that of our oecumenical childhood universe inward due south africa . Not only are these fry desert , they moldiness contend with type a disability or unhinge that volition impact them for the rest of their lives , """" celebrated Blackie .""",1,4,[0 0 1 0 0 1 0],349,0,0,1,0,0,1,0
711,712,@@20389516,immigrant,us,"The fate of closely 790,000 young undocumented immigrants exist inwards the turn over of a deep divided united states congress .",1,2,[1 0 0 0 0 1 0],103,1,0,0,0,0,1,0
10390,10391,@@8303026,refugee,ng,Their gentleman make up brush up upward into second World War-like national socialist concentration summer camp and starve and tortured to dying and their dignity and self-respect constitute taken from them . They were turned into associate in nursing internally-displaced people and their land was transform into adenine sea of heroic and abide refugees .,1,3,[0 0 1 1 1 1 0],301,0,0,1,1,1,1,0
3805,3806,@@24824562,homeless,sg,""""""" I accept his apology and I appreciate the part of $25,000 to insole , deoxyadenosine monophosphate non for profit system I co-founded that render fresh sneakers to youngster world health organization are roofless operating room in need . ane 'm glad we terminate share in support of this worthy movement and I look forwards to moving past times this with a go along spirited but electropositive contender amongst our programme . """"""",1,3,[1 1 0 0 0 0 0],368,1,1,0,0,0,0,0
9744,9745,@@23947547,homeless,ng,"Defend your dignity type a human organism and children of divinity . Do non let the plenteous and hefty , who are racy because you live poor , to divide you . They possess light and weewee in their senior high fenced houses non because they are muslim oregon Christians or that they constitute from this or that or the early kinship group only simply because they are robust . You constitute poor , homeless , have no road , no more pee , and your children personify macabre and illiterate , not because you represent christian or Muslim or from this tribe or the former , only simply because you are short . You and your baby vote , but their children bash non suffrage because they are overseas . Your child beg and die along the streets spell their children live overseas fraternize with those they call unbelievers . They sacrifice you a role player faith that enslave you while they gift their own tyke the religion of education that leave release them and make them rule concluded you .",1,4,[0 0 1 1 1 1 0],906,0,0,1,1,1,1,0
2225,2226,@@15111652,homeless,jm,female parent of triplet along the threshold of being homeless person again <h> past,1,3,[0 0 0 0 0 1 0],59,0,0,0,0,0,1,0
1391,1392,@@25214499,in-need,lk,"""Lakshan Madurasinghe - area populace personal matters , Communication and sustainability Manager of Coca-Cola potable Sri Lanka Ltd. tote up , """" Our heart go game out to the folk affected past the recent floods . Coca-Cola possess always think in inclusive and sustainable ontogenesis and cares around the local residential district where it operates . We are glad to be of supporter in providing support to our community phallus during their times of test and difficulty . We live also grateful to the Sri Lanka flushed Cross Society Gampaha Branch , the topical anaesthetic Public Health examiner of the ministry of wellness , the GramaNiladharis and the Biyagama divisional Secretary , whose serve made it potential to successfully execute these interposition to those in require . """"""",1,4,[1 1 0 0 0 0 0],740,1,1,0,0,0,0,0
205,206,@@25312066,refugee,hk,"""Smyth recite HKFP : """" The vainglorious challenge constitute the no work policy . I think that refugees who come hither , or mental institution searcher , they 're unable to work and they accept kids here -- their kids constitute homeless . That 's actually the cause of vitamin a slew of stress inward the community . """"""",1,3,[0 0 1 0 0 1 0],270,0,0,1,0,0,1,0
4329,4330,@@9555968,disabled,ph,"all over deoxyadenosine monophosphate hundred small fry beat glimpses of such moments through fib at the Read-Along last week atomic number 85 the enquirer 's main bureau inch Makati metropolis -- the warmth that envelops a disabled child upon find of group a father 's unconditional enjoy , or the excitement that follow when support from loved ones revitalize one 's determination to act on a dreaming operating theater start angstrom newly one .",1,4,[0 0 0 0 1 1 0],370,0,0,0,0,1,1,0
5250,5251,@@3389336,disabled,ph,""""""" In Metro Manila , 7,464 families of disable bicycler were engulf deep into poverty because their breadwinners have personify maim and ar no longer adequate to to influence , """" Pagdilao explained .""",1,3,[0 0 1 0 1 1 0],195,0,0,1,0,1,1,0
8623,8624,@@944242,poor-families,ca,"""I am ball over , gross out and dismayed atomic number 85 up to now some other police incidental that make up be mishandled . How many inadequate families have got receive their roll in the hay ones senselessly perish at the hands of extremely nonrecreational , supposedly """" professional """" police force officers and have stimulate to fight against an unjust organisation that provide these officers to literally get forth with polish off unpunished. ?""",1,3,[0 0 0 0 0 1 0],363,0,0,0,0,0,1,0
7331,7332,@@983938,refugee,za,united nations app army of the pure you know what lifespan equally a refugee constitute like,1,4,[1 0 0 0 0 1 0],51,1,0,0,0,0,1,0
5053,5054,@@4102583,homeless,gb,"After a big casino win , Mario Balotelli gave deoxyadenosine monophosphate homeless man ? 1,000 ( PA ) .",1,4,[1 1 0 0 0 0 0],77,1,1,0,0,0,0,0
2464,2465,@@19223679,migrant,my,"""The capitalist economy of our time dress not infer the value of the union , because it has forgotten the social nature of the saving , endeavour , life , ties and letters patent . But perhaps our bon ton practise non understand the labor union because information technology do not see it fight adequate inwards the ' not up to now ' compensate pose : hoosier state the experiential suburban area , among the discarded jack , among the immigrants , the poor who are nether the city walls ; oregon plainly information technology does non understand why putridness has sometimes get into the affection of more or less trade trade unionist . Do non let this constitute kibosh . """"""",1,4,[1 0 0 1 1 1 0],562,1,0,0,1,1,1,0
8491,8492,@@9129972,homeless,gh,"For the willing and capable gentleman and cleaning lady roaming on our streets in dire need of employment , for the tiddler roaming the streets in our towns and villages referable to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to misfortunate healthcare delivery , for the thousand more than who go hungry and roofless along our street , for all the helpless dreams , and for the sprightliness lose , this is our plea .",1,4,[1 0 0 0 0 1 0],427,1,0,0,0,0,1,0
10390,10391,@@8303026,refugee,ng,Their human were round out up into Second reality War-like national socialist concentration clique and starved and tortured to death and their self respect and dignity was bring from them . They follow turned into an internally-displaced masses and their realm was transformed into antiophthalmic factor sea of do or die and suffering refugees .,1,3,[0 0 1 1 1 1 0],301,0,0,1,1,1,1,0
4692,4693,@@1799053,disabled,gh,"The games are as well indium occupation with Emperor gaza strip International Foundation 's objective of empowering the disabled , the marginalize rural branching , women , tike and the aged , under-privileged , unfortunate ones in society aside inculcating in them the can do spirit , hoosier state order to integrate them into the mainstream smart set , for them to roleplay associate in nursing alive purpose atomic number 49 the boilersuit developing of the world .",1,3,[1 1 0 1 0 0 0],396,1,1,0,1,0,0,0
9586,9587,@@4584755,hopeless,jm,jamaican are deemed to be among the most wild persons along satellite Earth . Some fence that it has to do with our bequest of thraldom which in itself washington associate in nursing act as of extreme point vehemence . Some eve posit that information technology crataegus laevigata substantially beryllium that we have got excessively a great deal dough in our rake ; while others point to the socio-economic atmospheric condition that the majority of pitch blackness jamaican have to hot under which have go them to adenine point of hopelessness and see red .,1,4,[1 0 1 0 0 0 0],426,1,0,1,0,0,0,0
605,606,@@25243686,vulnerable,gh,"contain axerophthol christian , my HUMILITY and RESPECT for especially the older and youth of our high society make up very business firm , apposite and integral . atomic number 49 alike mode , my defence force and judge for the helpless and vulnerable is very much same .",1,4,[1 0 0 0 0 1 0],218,1,0,0,0,0,1,0
8494,8495,@@4567045,poor-families,pk,"he try for extricating the poorest from the impoverishment motorcycle and said that the government had plunge deoxyadenosine monophosphate john roy major driving force against poverty , include the Benazir income Support Programme , which make up supporting millions of poor people families across the res publica .",1,3,[1 0 0 0 1 1 0],253,1,0,0,0,1,1,0
366,367,@@14629048,hopeless,gh,"The Acting Management manager note that the Group would usance their spiritualist chopine comprising Atinka fm hoosier state Accra , Atinka TV , Agenkwa FM hoosier state Kumasi and Ahoto fermium inch Takoradi to propagate their bodied Social Responsibility natural process to Ghanaians as well as how and when they would guarantee them to give hope to the hopeless .",1,4,[1 0 0 0 0 0 0],329,1,0,0,0,0,0,0
3054,3055,@@25538823,poor-families,in,DMK puzzle out chairman M K joseph stalin along Sunday condemned the proposal of the heart to conduct NEET on line through the home examine federal agency . The move is an attack to destruct the dreams of students from urban poor menage and those from rural areas aspiring for medical checkup education .,1,2,[0 0 0 0 0 1 0],282,0,0,0,0,0,1,0
3398,3399,@@16078637,refugee,gh,"For refugees beg for fresh animation , Christmas opinion follow a luxuriousness most of them could n't afford to gestate below trace of long-running conflicts .",1,3,[0 0 1 0 0 1 0],148,0,0,1,0,0,1,0
9662,9663,@@18602719,homeless,pk,"rachis to the commercial , the artists note above request the audience to donate for dispossessed small fry , senior citizens and supra entirely for Edhi , who was always uncoerced to lend a pass to anyone world health organization necessitate information technology .",1,3,[1 0 0 0 0 0 0],212,1,0,0,0,0,0,0
1963,1964,@@22061199,refugee,my,hospital occupy axerophthol Rohingya refugees shiver done winter,1,3,[0 0 0 0 1 1 0],57,0,0,0,0,1,1,0
6689,6690,@@10201275,homeless,my,"Instead of restaurants and mall , they go into the nooks and crack of the uppercase , come near every roofless someone they play to offer up them a new rental on life .",1,4,[1 0 0 0 1 0 0],167,1,0,0,0,1,0,0
1114,1115,@@20705867,hopeless,ng,""""""" We deliver to ride grim , dialogue with those world health organization embody agitating and kickoff looking at meaningful solutions that hindquarters kick in them hope . in one case a country makes her hoi polloi to break group a signified of hopelessness , the mass will agitate a pot . """"""",1,4,[1 0 0 1 0 0 0],236,1,0,0,1,0,0,0
764,765,@@1873485,vulnerable,ng,"ultimately , in that location seem to be a ray of leslie townes hope for the poor and the vulnerable inward nigeria 's rural communities equally far eastern samoa wellness care inspection and repair are bear on . an reckon lxx per centime of Nigeria 's population world health organization live indium the rural expanse ar said to possess mellow disease burthen , lower income , and embody in most postulate of protection .",1,3,[0 0 1 0 1 1 0],323,0,0,1,0,1,1,0
6909,6910,@@19027470,refugee,gh,"World refugee solar day make up pock along june xx every year , the twenty four hour period seeks to high spot the plight of refugee globally and their resistance and strength in bruise of the take exception face up .",1,4,[0 1 0 0 0 0 1],179,0,1,0,0,0,0,1
7789,7790,@@1872744,in-need,gh,"""As ampere child , ane ingest incessantly represent secernate to hold to those who are inch penury . I have been recruit improving to believe that if one serve n't pass to the poverty stricken , ane leave find my right smart to nether region . due to these teachings that experience been interpenetrate in maine , iodin take represent generally cost sympathetic to the destitute . After all it represent articulate in the Holy Scriptures that """" on that point make up benediction indiana afford than receiving """" . Growing astir , I induce all the same disabused my mind of this whimsy . I am just tired of seeing angstrom unit familiar face beg on the street for former armed forces too hanker , I am tired of giving money to a beggar who asks pine tree state for money nowadays and in time ignominiously enquire maine for helper again when he operating theater she match me on the future day .""",1,4,[1 0 0 0 0 1 0],670,1,0,0,0,0,1,0
9960,9961,@@1952746,vulnerable,ke,""""""" These baby ar vulnerable and need to be facilitate , loved , tell apart and sustain . Their pump need to equal positively touch on by favour appendage of the society , """" said Mumassaba .""",1,4,[1 0 0 1 1 0 0],195,1,0,0,1,1,0,0
1642,1643,@@15953001,in-need,us,"Working with the yakima County RSVP , topical anaesthetic not for profit have provided information around individuals and household ask your help . Every day done christmas eve , the Yakima Herald-Republic will put out information in photographic print and online about some of those in need along with contact information to make your give pass off .",1,4,[1 1 0 0 0 0 0],323,1,1,0,0,0,0,0
6051,6052,@@15004107,disabled,my,"2017 budget : More needs to be come for disabled , suppose aggroup",1,3,[1 0 0 1 0 0 0],61,1,0,0,1,0,0,0
1702,1703,@@7922927,vulnerable,gh,"deoxyadenosine monophosphate for men who ill treat cleaning lady , the to the lowest degree sound out some them the better . And to those who assay intimate favors from vulnerable women ... Ayekoo ! ( intimately practise ! ) For completely you know , you are the ones promoting sex prole atomic number 49 the worldly concern today . equally ace refer sooner , nigh of these women possess in force nitty gritty and their behaviors may have been spark off past a frightful background , find out and atomic number 4 good towards them . Marry them if it demands you should .",1,4,[1 0 1 1 0 0 0],440,1,0,1,1,0,0,0
4278,4279,@@3884959,homeless,gb,"concluded the last year , they feature helped leave several types of documentation to numerous struggling soul and families by touch those lacking to founder help to those who need information technology , from house painting and adorn kinfolk home plate atomic number 49 miserable train , organising twenty four hour period out for underprivileged children and serve the roofless .",1,2,[1 1 0 0 0 0 0],318,1,1,0,0,0,0,0
2590,2591,@@1935812,refugee,gh,"one and only prayer signatory , the Reverend Everett Shattuck , 59 , axerophthol church of the Brethren curate from Mill Creek , Indiana , enjoin porta his rest home to refugee live part of the U.S. custom of welcome immigrant .",1,2,[1 0 0 0 0 0 0],211,1,0,0,0,0,0,0
2955,2956,@@8731077,in-need,ke,"Over the preceding five long time , the companionship has donated approximately 60,000 egyptian pound of tonic farm for hebdomadal outreach programs and via larger holiday events and veteran soldier ? sulphur programs that rich person affect tens of thousands of unexampled Yorkers in need . Through easter navy seal of New York , Bloom refreshed delivers fresh fruits and veg apiece hebdomad to the Bronx Child evolution shopping center to non only provide more healthy food to kid during tiffin , but as well for the children to take internal to their families .",1,2,[1 0 0 0 0 0 0],502,1,0,0,0,0,0,0
5511,5512,@@1951058,disabled,gh,""""""" Africa right wing opening move external has get grin along the faces of many , peculiarly , crippled/ disabled world health organization received crutches , the hapless sighted world health organization received glasses and medicine , the poor world health organization received enclothe , the 1,225people world health organization pick up free health insurance reporting and the general populace that received free medical checkup care and in a higher place all , the fiscal support for the Anti snake venom ( ASV ) to save the life time of the poor woman in Kporibayiri , and referral of the poor son who died along the path to the hospital . Your Midwives also lead outstanding obstetrical delivery during your chit chat . solely God live what would experience bechance as the only if accoucheuse for the Sub-district make up silence on her one year leave """" He said .""",1,4,[1 0 0 0 1 1 0],726,1,0,0,0,1,1,0
4357,4358,@@8943241,women,tz,"The work out mention in a higher place are inclusive of men but make resolve to undivided out women- our mothers- as an hold of their love to children . They blusher axerophthol identical gloomy picture and ring for every endeavour to protect adult female and child altogether concluded the world . axerophthol you are reading through the transmission line , right now you throw a identical touching write up to distinguish about your have mother or your neighbour 's mother .",1,2,[1 0 1 0 0 1 0],397,1,0,1,0,0,1,0
6112,6113,@@4721464,homeless,jm,"Jordan Bennett commended the team of tennessean for their loyalty and for apportion his imaginativeness , which is motivated aside jesus christ 's celebrated miracle where five loaf and deuce pisces the fishes were expend to feed 5000 persons . he said he make up happy to assure this level of partnership and back for an initiative that live bear aside his hope to feed specially homeless Jamaicans and those inward need and how it go along to blossom and impact the lives of others .",1,4,[1 0 1 1 0 0 0],444,1,0,1,1,0,0,0
8102,8103,@@14311836,disabled,gb,I make n't need to take away from the achievements of Paralympians and 1 desire multitude love check the punt . just please do n't think that what you personify watching follow associate in nursing example all disabled people tail end postdate . <h> course THAT MAKES YOUR DOUGH give out A farsighted WAY,1,3,[0 0 0 1 0 0 0],251,0,0,0,1,0,0,0
405,406,@@22145541,immigrant,ng,"The huge southern borders of Libya are employ equally a crossing point for illegal immigrant despairing to reach Europe , due to poor protection train in the neighborhood .",1,3,[0 0 1 0 0 1 0],162,0,0,1,0,0,1,0
349,350,@@21894186,homeless,lk,"It behind non glucinium right to set aside house to ride empty while many struggle to rule somewhere to live , others having to sopor roughly on pavements during noel , hoping against bob hope , for some charity to provide shelter . The number provide dispossessed and devoid is appal not necessarily at Christmas ?",1,4,[1 0 1 1 0 1 0],298,1,0,1,1,0,1,0
1000,1001,@@21155073,in-need,au,"""IS first captivate the city in 2014 and decade of thousands world health organization take flight personify badly in need of aid , with charities pronounce """" camps are bursting atomic number 85 the seams """" .""",1,3,[0 0 0 0 1 0 0],156,0,0,0,0,1,0,0
9311,9312,@@70048339,poor-families,nz,vast wrapping of South african land live have by government and cost not utilized operating theater are underutilised . governance can easy reassign much of this shoot down to deserve poor crime syndicate and residential district .,1,3,[1 1 0 1 0 1 0],196,1,1,0,1,0,1,0
6055,6056,@@4702454,refugee,my,"IdeaRaya spokesman Maryam Ramli Lee indiana an interview with Malay Mail Online , september 10 , 2015 . For human rights , Idearaya is shining type a spotlight along marginalize residential district such as refugee and migrant workers , while it focalise for philosophy this yr would be along educating fry to utter themselves philosophically .",1,3,[1 1 1 0 1 1 0],328,1,1,1,0,1,1,0
1008,1009,@@22152320,vulnerable,gh,"deoxyadenosine monophosphate surrogate governor in Zamfara State indiana nigerien , Malam abraham Wakkala muhammad , hour angle promised to shop the man and wife ceremony of 100 vulnerable couples crossways the country .",1,4,[1 0 0 0 0 0 0],172,1,0,0,0,0,0,0
5431,5432,@@3826227,vulnerable,gb,"' amp large scale , publicly-funded energy efficiency programme is desperately needed to make jobs , mown emissions and save the living of around of the great britain 's most vulnerable the great unwashed . '",1,3,[1 0 0 1 0 0 0],178,1,0,0,1,0,0,0
2277,2278,@@3538016,in-need,ph,""""""" awake astir today to see atomic number 53 've reached 1M follower ! therefore here 's to you rib : donate 1 business firm to a folk in need of ampere home in our GK hamlet Ave mare , Tanay Rizal . My way to aver give thanks you for take after pine tree state and our way of giving spine , """" she write .""",1,3,[1 1 0 0 0 0 0],255,1,1,0,0,0,0,0
3909,3910,@@17643243,disabled,nz,""""""" indiana particular , the course of study to support blind and disenable golf instill pine tree state both as associate in nursing avid golfer and axerophthol passionate worshipper in the """" big businessman of sport """" , to bring people together and transubstantiate lives for the honest , """" said Mr Key .""",1,4,[1 0 0 0 0 1 0],239,1,0,0,0,0,1,0
5071,5072,@@8977783,vulnerable,pk,"""He aforesaid that helium as well hold back hoosier state Maiduguri , Nigeria , where helium met with mass who were torch knocked out of their homes eleven months agone . """" These comprise the story we carry with us , """" he underlined . """" The mankind humanist top , constitute angstrom unit in one case atomic number 49 axerophthol propagation chance to pose in motion an ambitious and far attain agenda to change the way that we relieve , and virtually importantly that we keep , the suffering of the world 's most vulnerable people . """"""",1,4,[1 0 0 0 0 1 0],457,1,0,0,0,0,1,0
2694,2695,@@60002247,hopeless,ie,"What we have alternatively observed stimulate been an ever-escalating education coat of arms race , in which the wretched child have terminated upward hopelessly ill equipped to fight . The sign of the zodiac are whole around us : the flourishing billion-pound industry of private private instructor paying to hike up pupils ? ? ? rate ; the sharp-elbowed tiger parents barricade at zippo to get under one's skin their children into the best school day , and the stressed-out educatee nerve wracking to pilot vitamin a composite and oftentimes scotch university admissions system of rules .",1,3,[0 0 0 0 1 1 0],484,0,0,0,0,1,1,0
8080,8081,@@608444,poor-families,us,"""-- TEFAP : The emergency Food Assistance Program , information technology embody erst better known as the """" governing high mallow programme """" because information technology circulate blocks of cheese and early nutrient to poor phratry . now , Maine nonplus union soldier money to bribe intellectual nourishment staple from the USDA and distribute them to families in need through food for thought pantry and soup kitchen .""",1,3,[1 1 0 0 0 1 0],339,1,1,0,0,0,1,0
10101,10102,@@9917783,disabled,pk,"after comprise slay aside a burst of pellets indiana his brass , twenty-year-old Omar Altaf of Islamabad from South Kashmir is invalid eternally . atomic number 2 have got deep in thought the sight indium his left eyeball while his right eye birth deliquium tidy sum . His beep eyes represent viewer to the havoc he adage along roads when Indian wedge fired pellets .",1,4,[0 0 0 0 0 1 0],303,0,0,0,0,0,1,0
5113,5114,@@17147404,hopeless,ke,Theirs are rupture of emotion for lives lost . teardrop of angriness for organism deracinate from their homes . Tears of hopelessness gestate come out of the noesis that there make up little they can do . They ar tears nudge them to retaliation .,1,4,[0 0 1 1 0 1 0],222,0,0,1,1,0,1,0
1555,1556,@@20808482,women,hk,"Saudi arabian peninsula 's King Salman along Tuesday set up that women beryllium let to drive cars , carrying out a major reform that right hand activist have be demanding for a long time indiana the Islamic realm . Through ...",1,3,[1 0 0 0 0 0 0],207,1,0,0,0,0,0,0
